CB NO,RACE,SEX,AGE,STATUTE,STATUTE DESCRIPTION,ARREST DATE,ARREST TIME,ARREST BEAT,STATUTE TAG
18334220,BLK,M,32,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Feb-12,1246,732,Possess <2.5g
18334191,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Feb-12,1255,331,Possess 2.5g-10g
18334210,BLK,M,42,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Feb-12,1330,933,Possess 2.5g-10g
18334237,BLK,M,60,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Feb-12,1432,835,Possess <2.5g
18334281,WWH,M,57,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Feb-12,1520,1222,Possess <2.5g
18334306,BLK,M,36,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Feb-12,1640,1135,Possess 2.5g-10g
18334377,BLK,M,50,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Feb-12,1745,532,Possess 2.5g-10g
18334400,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Feb-12,1820,211,Possess 2.5g-10g
18334375,BLK,F,39,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Feb-12,1900,1533,Possess <2.5g
18334415,BLK,M,35,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Feb-12,1915,2122,Possess 2.5g-10g
18334460,WWH,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Feb-12,1925,822,Possess 2.5g-10g
18334414,BLK,M,27,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Feb-12,1940,1123,Possess <2.5g
18334426,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Feb-12,1945,1132,Possess 2.5g-10g
18334436,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Feb-12,1952,511,Possess <2.5g
18334443,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Feb-12,1958,934,Possess 2.5g-10g
18334534,BLK,F,28,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Feb-12,2000,524,Possess <2.5g
18334447,WWH,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Feb-12,2005,2535,Possess 2.5g-10g
18334524,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Feb-12,2055,312,Possess 2.5g-10g
18334483,WWH,F,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Feb-12,2115,2522,Possess 2.5g-10g
18334523,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Feb-12,2135,723,Possess 2.5g-10g
18334537,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Feb-12,2208,532,Possess 2.5g-10g
18334619,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Feb-12,2248,734,Possess 2.5g-10g
18334664,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Feb-12,2259,1121,Possess <2.5g
18334659,BLK,M,24,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Feb-12,2259,1121,Possess 2.5g-10g
18334560,BLK,M,41,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Feb-12,2300,611,Possess 2.5g-10g
18334571,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Feb-12,2325,933,Possess 2.5g-10g
18334578,WWH,M,31,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Feb-12,2340,823,Possess <2.5g
18334595,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Feb-12,2359,1532,Possess <2.5g
18334853,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,5-Feb-12,1040,2531,Possess <2.5g
18334889,WWH,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,5-Feb-12,1120,424,Possess <2.5g
18334886,BLK,M,23,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,5-Feb-12,1126,2532,Possess <2.5g
18334911,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Feb-12,1200,931,Possess 2.5g-10g
18334936,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Feb-12,1248,2532,Possess 2.5g-10g
18334934,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Feb-12,1250,324,Possess 2.5g-10g
18334938,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Feb-12,1250,1522,Possess 2.5g-10g
18334926,WWH,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Feb-12,1305,915,Possess 2.5g-10g
18334956,BLK,M,46,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,5-Feb-12,1309,831,Possess <2.5g
18334948,BLK,M,29,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,5-Feb-12,1310,522,Possess <2.5g
18334930,WWH,F,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Feb-12,1320,1112,Possess 2.5g-10g
18334937,WWH,M,39,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,5-Feb-12,1324,1412,Possess <2.5g
18334947,BLK,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,5-Feb-12,1330,1532,Possess <2.5g
18335102,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Feb-12,1600,1111,Possess 2.5g-10g
18335049,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Feb-12,1725,621,Possess 2.5g-10g
18335045,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Feb-12,1730,621,Possess 2.5g-10g
18335068,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Feb-12,1730,1122,Possess 2.5g-10g
18335113,BLK,M,48,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,5-Feb-12,1935,825,Possess <2.5g
18335108,BLK,M,28,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Feb-12,1945,621,Possess 2.5g-10g
18335165,BLK,M,25,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,5-Feb-12,2155,1522,Possess <2.5g
18335205,BLK,M,36,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Feb-12,2335,825,Possess 2.5g-10g
18335324,BLK,M,29,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,326,1522,Possess <2.5g
18335376,BLK,F,30,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Feb-12,923,1823,Possess 2.5g-10g
18335488,BLK,F,36,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,1020,334,Possess <2.5g
18335406,BLK,M,24,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Feb-12,1035,813,Possess 2.5g-10g
18335430,WWH,M,52,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Feb-12,1124,2312,Possess 2.5g-10g
18335435,BLK,M,29,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,1144,832,Possess <2.5g
18335493,BLK,M,35,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Feb-12,1205,2123,Possess 2.5g-10g
18335447,BLK,F,30,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,1220,1522,Possess <2.5g
18335496,BLK,M,38,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,1229,831,Possess <2.5g
18335514,BLK,M,34,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Feb-12,1229,831,Possess 2.5g-10g
18335449,BLK,F,28,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Feb-12,1235,2532,Possess 2.5g-10g
18335495,BLK,M,28,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Feb-12,1330,1122,Possess 2.5g-10g
18335527,BLK,M,37,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,1432,1331,Possess <2.5g
18335530,BLK,M,23,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,1438,2531,Possess <2.5g
18335529,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,1443,824,Possess <2.5g
18335616,BLK,M,32,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Feb-12,1447,2422,Possess 2.5g-10g
18335565,BLK,M,30,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,1540,634,Possess <2.5g
18335556,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Feb-12,1540,612,Possess 2.5g-10g
18335560,BLK,M,23,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,1546,311,Possess <2.5g
18335567,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Feb-12,1559,921,Possess 2.5g-10g
18335621,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,1650,313,Possess <2.5g
18335618,BLK,M,27,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,1700,832,Possess <2.5g
18335658,BLK,M,35,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Feb-12,1724,422,Possess 2.5g-10g
18335703,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,1853,423,Possess <2.5g
18335733,BLK,M,25,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,1907,1115,Possess <2.5g
18335711,BLK,M,45,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,1910,1533,Possess <2.5g
18335776,BLK,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,1923,512,Possess <2.5g
18335710,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,1925,1324,Possess <2.5g
18335740,BLK,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,2000,624,Possess <2.5g
18335773,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Feb-12,2030,222,Possess 2.5g-10g
18335812,BLK,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,2045,823,Possess <2.5g
18335784,BLK,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,2055,2423,Possess <2.5g
18335807,WHI,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Feb-12,2100,2024,Possess 2.5g-10g
18335825,WWH,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Feb-12,2121,424,Possess 2.5g-10g
18335820,BLK,M,34,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Feb-12,2130,2533,Possess 2.5g-10g
18335874,BLK,F,25,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,2150,621,Possess <2.5g
18335880,WWH,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,2302,1423,Possess <2.5g
18335893,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,2315,1424,Possess <2.5g
18335903,BLK,M,33,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Feb-12,2332,532,Possess <2.5g
18335927,BLK,M,33,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Feb-12,2356,726,Possess 2.5g-10g
18335911,WWH,M,26,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,5,1031,Possess <2.5g
18335975,BLK,M,30,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,30,313,Possess 2.5g-10g
18335972,BLK,F,33,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,130,2422,Possess <2.5g
18335970,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,256,1011,Possess 2.5g-10g
18336095,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,1100,1533,Possess 2.5g-10g
18336104,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,1100,1532,Possess 2.5g-10g
18336177,BLK,M,24,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,1231,533,Possess 2.5g-10g
18336198,BLK,F,29,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,1240,1532,Possess <2.5g
18336217,WWH,M,23,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,1245,2521,Possess <2.5g
18336211,WWH,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,1245,2521,Possess 2.5g-10g
18336183,BLK,M,23,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,1303,2112,Possess <2.5g
18336315,BLK,M,38,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,1303,214,Possess 2.5g-10g
18336220,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,1315,1323,Possess <2.5g
18336201,WWH,F,24,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,1329,713,Possess 2.5g-10g
18336213,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,1330,713,Possess 2.5g-10g
18336235,BLK,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,1345,421,Possess <2.5g
18336229,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,1353,831,Possess <2.5g
18336240,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,1400,331,Possess 2.5g-10g
18336238,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,1420,714,Possess <2.5g
18336262,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,1449,722,Possess 2.5g-10g
18336267,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,1450,1122,Possess <2.5g
18336348,WBH,F,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,1505,1531,Possess <2.5g
18336416,WWH,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,1700,1323,Possess <2.5g
18336360,WWH,M,26,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,1710,825,Possess <2.5g
18336407,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,1750,1115,Possess 2.5g-10g
18336458,BLK,M,35,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,1900,2221,Possess 2.5g-10g
18336457,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,1912,2534,Possess <2.5g
18336491,BLK,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,1930,1532,Possess <2.5g
18336498,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,1955,321,Possess 2.5g-10g
18336611,WBH,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,2040,1733,Possess 2.5g-10g
18336522,BLK,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,2045,832,Possess <2.5g
18336568,BLK,M,50,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,2052,621,Possess <2.5g
18336591,BLK,M,34,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,2108,512,Possess 2.5g-10g
18336588,BLK,F,25,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,2112,322,Possess <2.5g
18336587,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,2124,424,Possess 2.5g-10g
18336636,BLK,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,2130,713,Possess <2.5g
18336599,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,2154,414,Possess 2.5g-10g
18336604,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,2200,1533,Possess 2.5g-10g
18336646,WWH,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,2215,1323,Possess <2.5g
18336656,BLK,F,24,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,2215,1211,Possess 2.5g-10g
18336658,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Feb-12,2340,1422,Possess 2.5g-10g
18336667,BLK,M,28,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Feb-12,2345,1523,Possess <2.5g
18336703,WWH,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Feb-12,30,434,Possess <2.5g
18336739,BLK,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Feb-12,135,1531,Possess 2.5g-10g
18336817,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Feb-12,855,832,Possess 2.5g-10g
18336820,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Feb-12,935,2222,Possess <2.5g
18336821,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Feb-12,935,723,Possess <2.5g
18336878,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Feb-12,1022,822,Possess <2.5g
18336880,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Feb-12,1035,2222,Possess 2.5g-10g
18336961,WHI,F,42,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Feb-12,1043,714,Possess 2.5g-10g
18336966,BLK,M,39,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Feb-12,1102,714,Possess 2.5g-10g
18336907,BLK,M,28,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Feb-12,1120,1524,Possess <2.5g
18336963,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Feb-12,1203,211,Possess 2.5g-10g
18336945,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Feb-12,1215,1522,Possess 2.5g-10g
18336980,BLK,M,27,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Feb-12,1230,1821,Possess 2.5g-10g
18337036,BLK,M,45,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Feb-12,1250,2532,Possess <2.5g
18337003,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Feb-12,1305,632,Possess <2.5g
18337014,BLK,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Feb-12,1325,825,Possess <2.5g
18337041,WWH,M,34,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Feb-12,1350,1412,Possess <2.5g
18337075,BLK,M,36,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Feb-12,1420,622,Possess <2.5g
18337074,BLK,M,23,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Feb-12,1449,722,Possess <2.5g
18337137,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Feb-12,1547,511,Possess 2.5g-10g
18337134,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Feb-12,1556,611,Possess <2.5g
18337181,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Feb-12,1601,1114,Possess 2.5g-10g
18337228,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Feb-12,1649,823,Possess <2.5g
18337251,WHI,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Feb-12,1815,1733,Possess 2.5g-10g
18337345,WHI,M,23,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Feb-12,1840,1723,Possess <2.5g
18337266,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Feb-12,1905,1531,Possess 2.5g-10g
18337353,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Feb-12,2000,612,Possess 2.5g-10g
18337319,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Feb-12,2015,915,Possess 2.5g-10g
18337359,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Feb-12,2032,726,Possess <2.5g
18337399,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Feb-12,2105,622,Possess <2.5g
18337390,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Feb-12,2107,621,Possess 2.5g-10g
18337395,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Feb-12,2138,623,Possess 2.5g-10g
18337486,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Feb-12,2230,414,Possess 2.5g-10g
18337454,BLK,M,27,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Feb-12,2240,931,Possess <2.5g
18337451,BLK,M,39,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Feb-12,2245,524,Possess <2.5g
18337524,BLK,M,50,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Feb-12,2328,423,Possess 2.5g-10g
18337510,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Feb-12,2331,1533,Possess 2.5g-10g
18337527,BLK,M,31,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Feb-12,16,831,Possess <2.5g
18337557,BLK,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Feb-12,143,621,Possess <2.5g
18337578,BLK,F,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Feb-12,201,732,Possess <2.5g
18337575,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Feb-12,201,732,Possess 2.5g-10g
18337698,BLK,M,41,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Feb-12,914,631,Possess <2.5g
18337674,BLK,F,27,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Feb-12,915,631,Possess 2.5g-10g
18337701,WWH,M,25,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Feb-12,1010,1421,Possess <2.5g
18337712,WWH,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Feb-12,1030,2535,Possess <2.5g
18337728,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Feb-12,1055,224,Possess 2.5g-10g
18337790,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Feb-12,1145,624,Possess 2.5g-10g
18337787,WHI,M,27,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Feb-12,1207,2433,Possess <2.5g
18337821,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Feb-12,1225,2233,Possess 2.5g-10g
18337824,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Feb-12,1254,431,Possess 2.5g-10g
